step,x,y,type,pole,arc_deg
618,221.9775,65.1451,wrap,4,0
619,221.3943,62.6888,wrap,4,0
620,220.6829,60.2666,wrap,4,0
621,219.845,57.885,wrap,4,0
622,218.8832,55.5509,wrap,4,0
623,217.7999,53.2705,wrap,4,0
624,216.5982,51.0503,wrap,4,0
625,215.2815,48.8963,wrap,4,0
626,213.8533,46.8145,wrap,4,0
627,212.3176,44.8107,wrap,4,0
628,210.6787,42.8904,wrap,4,0
629,208.9411,41.0589,wrap,4,0
630,-66.0589,-233.9411,move,2,0
631,-67.884,-235.673,wrap,2,573.69
632,-69.7973,-237.3068,wrap,2,0
633,-71.7937,-238.8382,wrap,2,0
634,-73.8675,-240.2628,wrap,2,0
635,-76.0131,-241.5768,wrap,2,0
636,-78.2246,-242.7766,wrap,2,0
637,-80.496,-243.8588,wrap,2,0
638,-82.8209,-244.8205,wrap,2,0
639,-85.1931,-245.6591,wrap,2,0
640,-87.6059,-246.3723,wrap,2,0
641,-90.0528,-246.958,wrap,2,0
642,-92.527,-247.4147,wrap,2,0
643,-95.0218,-247.7411,wrap,2,0
644,-97.5302,-247.9364,wrap,2,0
645,-100.0454,-248.0,wrap,2,0
646,-102.5605,-247.9317,wrap,2,0
647,-105.0685,-247.7316,wrap,2,0
648,-107.5627,-247.4005,wrap,2,0
649,-110.036,-246.9391,wrap,2,0
650,-112.4818,-246.3487,wrap,2,0
651,-114.8933,-245.631,wrap,2,0
652,-117.2638,-244.788,wrap,2,0
653,-119.5869,-243.8218,wrap,2,0
654,-121.8562,-242.7353,wrap,2,0
655,-124.0655,-241.5313,wrap,2,0
656,-126.2086,-240.2133,wrap,2,0
657,-128.2798,-238.7847,wrap,2,0
658,-130.2732,-237.2496,wrap,2,0
659,-132.1834,-235.6122,wrap,2,0
660,-134.0053,-233.8769,wrap,2,0
661,-135.7337,-232.0485,wrap,2,0
662,-137.3639,-230.132,wrap,2,0
663,-138.8914,-228.1328,wrap,2,0
664,-140.3121,-226.0563,wrap,2,0
